336494.3118,7842072.6310,933.4451
336494.3118,7842066.6310,933.0851
336494.3118,7842059.4310,932.6531
336494.3118,7842052.5310,932.2391
336494.3118,7842046.6310,931.8851
336494.3118,7842044.6310,931.7651
336494.3118,7842038.7310,931.4111
336494.3118,7842031.8310,930.9971
336494.3118,7842024.6310,930.5651
336494.3118,7842018.6310,930.2051
336500.3118,7842072.6310,933.1451
336500.3118,7842066.6310,932.7851
336500.3118,7842059.4310,932.3531
336500.3118,7842052.5310,931.9391
336500.3118,7842045.6310,931.5251
336500.3118,7842038.7310,931.1111
336500.3118,7842031.8310,930.6971
336500.3118,7842024.6310,930.2651
336500.3118,7842018.6310,929.9051
336506.3118,7842072.6310,932.8451
336506.3118,7842066.6310,932.4851
336506.3118,7842059.4310,932.0531
336506.3118,7842052.5310,931.6391
336506.3118,7842046.6310,931.2851
336506.3118,7842044.6310,931.1651
336506.3118,7842038.7310,930.8111
336506.3118,7842031.8310,930.3971
336506.3118,7842024.6310,929.9651
336506.3118,7842018.6310,929.6051
336512.3118,7842072.6310,932.5451
336512.3118,7842066.6310,932.1851
336512.3118,7842059.4310,931.7531
336512.3118,7842052.5310,931.3391
336512.3118,7842045.6310,930.9251
336512.3118,7842038.7310,930.5111
336512.3118,7842031.8310,930.0971
336512.3118,7842024.6310,929.6651
336512.3118,7842018.6310,929.3051
336458.3118,7842010.8690,930.7796
336458.3118,7842004.8690,930.3596
336458.3118,7841997.6690,929.8556
336458.3118,7841990.7690,929.3726
336458.3118,7841984.8690,928.9596
336458.3118,7841982.8690,928.8196
336458.3118,7841976.9690,928.4066
336458.3118,7841970.0690,927.9236
336458.3118,7841962.8690,927.4196
336458.3118,7841956.8690,926.9996
336464.3118,7842010.8690,930.5996
336464.3118,7842004.8690,930.1796
336464.3118,7841997.6690,929.6756
336464.3118,7841990.7690,929.1926
336464.3118,7841983.8690,928.7096
336464.3118,7841976.9690,928.2266
336464.3118,7841970.0690,927.7436
336464.3118,7841962.8690,927.2396
336464.3118,7841956.8690,926.8196
336470.3118,7842010.8690,930.4196
336470.3118,7842004.8690,929.9996
336470.3118,7841997.6690,929.4956
336470.3118,7841990.7690,929.0126
336470.3118,7841984.8690,928.5996
336470.3118,7841982.8690,928.4596
336470.3118,7841976.9690,928.0466
336470.3118,7841970.0690,927.5636
336470.3118,7841962.8690,927.0596
336470.3118,7841956.8690,926.6396
336476.3118,7842010.8690,930.2396
336476.3118,7842004.8690,929.8196
336476.3118,7841997.6690,929.3156
336476.3118,7841990.7690,928.8326
336476.3118,7841983.8690,928.3496
336476.3118,7841976.9690,927.8666
336476.3118,7841970.0690,927.3836
336476.3118,7841962.8690,926.8796
336476.3118,7841956.8690,926.4596
336482.3118,7842010.8690,930.0596
336482.3118,7842004.8690,929.6396
336482.3118,7841997.6690,929.1356
336482.3118,7841990.7690,928.6526
336482.3118,7841984.8690,928.2396
336482.3118,7841982.8690,928.0996
336482.3118,7841976.9690,927.6866
336482.3118,7841970.0690,927.2036
336482.3118,7841962.8690,926.6996
336482.3118,7841956.8690,926.2796
336488.3118,7842010.8690,929.8796
336488.3118,7842004.8690,929.4596
336488.3118,7841997.6690,928.9556
336488.3118,7841990.7690,928.4726
336488.3118,7841983.8690,927.9896
336488.3118,7841976.9690,927.5066
336488.3118,7841970.0690,927.0236
336488.3118,7841962.8690,926.5196
336488.3118,7841956.8690,926.0996
336530.3118,7842010.8690,927.7770
336530.3118,7842004.8690,927.4022
336530.3118,7841997.6690,926.9523
336530.3118,7841990.7690,926.5212
336530.3118,7841984.8690,926.1526
336530.3118,7841982.8690,926.0277
336530.3118,7841976.9690,925.6591
336530.3118,7841970.0690,925.2280
336530.3118,7841962.8690,924.7781
336530.3118,7841956.8690,924.4033
336536.3118,7842010.8690,927.4170
336536.3118,7842004.8690,927.0422
336536.3118,7841997.6690,926.5923
336536.3118,7841990.7690,926.1612
336536.3118,7841983.8690,925.7301
336536.3118,7841976.9690,925.2991
336536.3118,7841970.0690,924.8680
336536.3118,7841962.8690,924.4181
336536.3118,7841956.8690,924.0433
336542.3118,7842010.8690,927.0570
336542.3118,7842004.8690,926.6822
336542.3118,7841997.6690,926.2323
336542.3118,7841990.7690,925.8012
336542.3118,7841984.8690,925.4326
336542.3118,7841982.8690,925.3077
336542.3118,7841976.9690,924.9391
336542.3118,7841970.0690,924.5080
336542.3118,7841962.8690,924.0581
336542.3118,7841956.8690,923.6833
336548.3118,7842010.8690,926.6970
336548.3118,7842004.8690,926.3222
336548.3118,7841997.6690,925.8723
336548.3118,7841990.7690,925.4412
336548.3118,7841983.8690,925.0101
336548.3118,7841976.9690,924.5791
336548.3118,7841970.0690,924.1480
336548.3118,7841962.8690,923.6981
336548.3118,7841956.8690,923.3233
336554.3118,7842010.8690,926.3370
336554.3118,7842004.8690,925.9622
336554.3118,7841997.6690,925.5123
336554.3118,7841990.7690,925.0812
336554.3118,7841984.8690,924.7126
336554.3118,7841982.8690,924.5877
336554.3118,7841976.9690,924.2191
336554.3118,7841970.0690,923.7880
336554.3118,7841962.8690,923.3381
336554.3118,7841956.8690,922.9633
336560.3118,7842010.8690,925.9770
336560.3118,7842004.8690,925.6022
336560.3118,7841997.6690,925.1523
336560.3118,7841990.7690,924.7212
336560.3118,7841983.8690,924.2901
336560.3118,7841976.9690,923.8591
336560.3118,7841970.0690,923.4280
336560.3118,7841962.8690,922.9781
336560.3118,7841956.8690,922.6033
336434.3118,7841949.1070,926.9689
336434.3118,7841943.1070,926.6089
336434.3118,7841935.9070,926.1769
336434.3118,7841929.0070,925.7629
336434.3118,7841923.1070,925.4089
336434.3118,7841921.1070,925.2889
336434.3118,7841915.2070,924.9349
336434.3118,7841908.3070,924.5209
336434.3118,7841901.1070,924.0889
336434.3118,7841895.1070,923.7289
336440.3118,7841949.1070,926.7889
336440.3118,7841943.1070,926.4289
336440.3118,7841935.9070,925.9969
336440.3118,7841929.0070,925.5829
336440.3118,7841922.1070,925.1689
336440.3118,7841915.2070,924.7549
336440.3118,7841908.3070,924.3409
336440.3118,7841901.1070,923.9089
336440.3118,7841895.1070,923.5489
336446.3118,7841949.1070,926.6089
336446.3118,7841943.1070,926.2489
336446.3118,7841935.9070,925.8169
336446.3118,7841929.0070,925.4029
336446.3118,7841923.1070,925.0489
336446.3118,7841921.1070,924.9289
336446.3118,7841915.2070,924.5749
336446.3118,7841908.3070,924.1609
336446.3118,7841901.1070,923.7289
336446.3118,7841895.1070,923.3689
336452.3118,7841949.1070,926.4289
336452.3118,7841943.1070,926.0689
336452.3118,7841935.9070,925.6369
336452.3118,7841929.0070,925.2229
336452.3118,7841922.1070,924.8089
336452.3118,7841915.2070,924.3949
336452.3118,7841908.3070,923.9809
336452.3118,7841901.1070,923.5489
336452.3118,7841895.1070,923.1889
336458.3118,7841949.1070,926.2489
336458.3118,7841943.1070,925.8889
336458.3118,7841935.9070,925.4569
336458.3118,7841929.0070,925.0429
336458.3118,7841923.1070,924.6889
336458.3118,7841921.1070,924.5689
336458.3118,7841915.2070,924.2149
336458.3118,7841908.3070,923.8009
336458.3118,7841901.1070,923.3689
336458.3118,7841895.1070,923.0089
336464.3118,7841949.1070,926.0689
336464.3118,7841943.1070,925.7089
336464.3118,7841935.9070,925.2769
336464.3118,7841929.0070,924.8629
336464.3118,7841922.1070,924.4489
336464.3118,7841915.2070,924.0349
336464.3118,7841908.3070,923.6209
336464.3118,7841901.1070,923.1889
336464.3118,7841895.1070,922.8289
336542.3118,7841949.1070,923.2662
336542.3118,7841943.1070,922.8436
336542.3118,7841935.9070,922.3364
336542.3118,7841929.0070,921.8504
336542.3118,7841923.1070,921.4348
336542.3118,7841921.1070,921.2939
336542.3118,7841915.2158,920.8790
336542.3118,7841908.3070,920.3923
336542.3118,7841901.1070,919.8851
336542.3118,7841895.1070,919.4625
336548.3118,7841949.1070,922.9662
336548.3118,7841943.1070,922.5436
336548.3118,7841935.9070,922.0364
336548.3118,7841929.0070,921.5504
336548.3118,7841922.1070,921.0644
336548.3118,7841915.2070,920.5783
336548.3118,7841908.3070,920.0923
336548.3118,7841901.1070,919.5851
336548.3118,7841895.1070,919.1625
336554.3118,7841949.1070,922.6662
336554.3118,7841943.1070,922.2436
336554.3118,7841935.9070,921.7364
336554.3118,7841929.0070,921.2504
336554.3118,7841923.1070,920.8348
336554.3118,7841921.1070,920.6939
336554.3118,7841915.2070,920.2783
336554.3118,7841908.3070,919.7923
336554.3118,7841901.1070,919.2851
336554.3118,7841895.1070,918.8625
336560.3118,7841949.1070,922.3662
336560.3118,7841943.1070,921.9436
336560.3118,7841935.9070,921.4364
336560.3118,7841929.0070,920.9504
336560.3118,7841922.1070,920.4644
336560.3118,7841915.2070,919.9783
336560.3118,7841908.3070,919.4923
336560.3118,7841901.1070,918.9851
336560.3118,7841895.1070,918.5625
336566.3118,7841949.1070,922.0662
336566.3118,7841943.1070,921.6436
336566.3118,7841935.9070,921.1364
336566.3118,7841929.0070,920.6504
336566.3118,7841923.1070,920.2348
336566.3118,7841921.1070,920.0939
336566.3118,7841915.2070,919.6783
336566.3118,7841908.3070,919.1923
336566.3118,7841901.1070,918.6851
336566.3118,7841895.1070,918.2625
336572.3118,7841949.1070,921.7662
336572.3118,7841943.1070,921.3436
336572.3118,7841935.9070,920.8364
336572.3118,7841929.0070,920.3504
336572.3118,7841922.1070,919.8644
336572.3118,7841915.2070,919.3783
336572.3118,7841908.3070,918.8923
336572.3118,7841901.1070,918.3851
336572.3118,7841895.1070,917.9625
336405.8478,7841882.1450,922.4798
336405.8478,7841876.1450,921.9398
336405.8478,7841868.9450,921.2918
336405.8478,7841862.0450,920.6708
336405.8478,7841856.1450,920.1398
336405.8478,7841854.1450,919.9598
336405.8478,7841848.2450,919.4288
336405.8478,7841841.3450,918.8078
336405.8478,7841834.1450,918.1598
336405.8478,7841828.1450,917.6198
336411.8478,7841882.1450,922.4198
336411.8478,7841876.1450,921.8798
336411.8478,7841868.9450,921.2318
336411.8478,7841862.0450,920.6108
336411.8478,7841855.1450,919.9898
336411.8478,7841848.2450,919.3688
336411.8478,7841841.3450,918.7478
336411.8478,7841834.1450,918.0998
336411.8478,7841828.1450,917.5598
336417.8478,7841882.1450,922.3598
336417.8478,7841876.1450,921.8198
336417.8478,7841868.9450,921.1718
336417.8478,7841862.0450,920.5508
336417.8478,7841856.1450,920.0198
336417.8478,7841854.1450,919.8398
336417.8478,7841848.2450,919.3088
336417.8478,7841841.3450,918.6878
336417.8478,7841834.1450,918.0398
336417.8478,7841828.1450,917.4998
336423.8478,7841882.1450,922.2998
336423.8478,7841876.1450,921.7598
336423.8478,7841868.9450,921.1118
336423.8478,7841862.0450,920.4908
336423.8478,7841855.1450,919.8698
336423.8478,7841848.2450,919.2488
336423.8478,7841841.3450,918.6278
336423.8478,7841834.1450,917.9798
336423.8478,7841828.1450,917.4398
336429.8478,7841882.1450,922.2398
336429.8478,7841876.1450,921.6998
336429.8478,7841868.9450,921.0518
336429.8478,7841862.0450,920.4308
336429.8478,7841856.1450,919.8998
336429.8478,7841854.1450,919.7198
336429.8478,7841848.2450,919.1888
336429.8478,7841841.3450,918.5678
336429.8478,7841834.1450,917.9198
336429.8478,7841828.1450,917.3798
336435.8478,7841882.1450,922.1798
336435.8478,7841876.1450,921.6398
336435.8478,7841868.9450,920.9918
336435.8478,7841862.0450,920.3708
336435.8478,7841855.1450,919.7498
336435.8478,7841848.2450,919.1288
336435.8478,7841841.3450,918.5078
336435.8478,7841834.1450,917.8598
336435.8478,7841828.1450,917.3198
336549.8478,7841882.1450,918.2262
336549.8478,7841876.1450,917.7750
336549.8478,7841868.9450,917.2335
336549.8478,7841862.0450,916.7146
336549.8478,7841856.1450,916.2709
336549.8478,7841854.1450,916.1205
336549.8478,7841848.2450,915.6768
336549.8478,7841841.3450,915.1579
336549.8478,7841834.1450,914.6164
336549.8478,7841828.1450,914.1652
336555.8478,7841882.1450,917.9262
336555.8478,7841876.1450,917.4750
336555.8478,7841868.9450,916.9335
336555.8478,7841862.0450,916.4146
336555.8478,7841855.1450,915.8957
336555.8478,7841848.2450,915.3768
336555.8478,7841841.3450,914.8579
336555.8478,7841834.1450,914.3164
336555.8478,7841828.1450,913.8652
336561.8478,7841882.1450,917.6262
336561.8478,7841876.1450,917.1750
336561.8478,7841868.9450,916.6335
336561.8478,7841862.0450,916.1146
336561.8478,7841856.1450,915.6709
336561.8478,7841854.1450,915.5205
336561.8478,7841848.2450,915.0768
336561.8478,7841841.3450,914.5579
336561.8478,7841834.1450,914.0164
336561.8478,7841828.1450,913.5652
336567.8478,7841882.1450,917.3262
336567.8478,7841876.1450,916.8750
336567.8478,7841868.9450,916.3335
336567.8478,7841862.0450,915.8146
336567.8478,7841855.1450,915.2957
336567.8478,7841848.2450,914.7768
336567.8274,7841841.3469,914.2590
336567.8478,7841834.1450,913.7164
336567.8478,7841828.1450,913.2652
336573.8478,7841882.0900,917.0221
336573.8478,7841876.0900,916.5709
336573.8478,7841868.8900,916.0294
336573.8478,7841861.9900,915.5105
336573.8478,7841856.0900,915.0668
336573.8478,7841854.0900,914.9163
336573.8478,7841848.1900,914.4726
336573.8478,7841841.2900,913.9537
336573.8478,7841834.0900,913.4122
336573.8478,7841828.0900,912.9610
336579.8478,7841882.0900,916.7221
336579.8478,7841876.0900,916.2709
336579.8478,7841868.8900,915.7294
336579.8478,7841861.9900,915.2105
336579.8478,7841855.0900,914.6916
336579.8478,7841848.1900,914.1726
336579.8478,7841841.2900,913.6537
336579.8478,7841834.0900,913.1122
336579.8478,7841828.0900,912.6610
336429.8478,7841820.3830,916.4811
336429.8478,7841814.3830,916.0611
336429.8478,7841807.1830,915.5571
336429.8478,7841800.2830,915.0741
336429.8478,7841794.3830,914.6611
336429.8478,7841792.3830,914.5211
336429.8478,7841786.4830,914.1081
336429.8478,7841779.5830,913.6251
336429.8478,7841772.3830,913.1211
336429.8478,7841766.3830,912.7011
336435.8478,7841820.3830,916.3953
336435.8478,7841814.3830,915.9753
336435.8478,7841807.1830,915.4713
336435.8478,7841800.2830,914.9883
336435.8478,7841793.3830,914.5053
336435.8478,7841786.4830,914.0223
336435.8478,7841779.5830,913.5393
336435.8478,7841772.3830,913.0353
336435.8478,7841766.3830,912.6153
336441.8478,7841820.3830,916.3095
336441.8478,7841814.3830,915.8895
336441.8478,7841807.1830,915.3855
